id,transaction_id,account_id,amount,date,description,category,merchant_name,merchant_typ,user_modified,user_modified_fields,date_temp
2008,txn_p9pu5flgq9aferpfv4009,acc_p9opotuud3tio7hht4000,5.96,2021-07-08,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2009,txn_p9pu5flgq9aferpfv400a,acc_p9opotuud3tio7hht4000,42.48,2021-07-08,"Oro Restaurant And Lou Raleigh Nc",general,"ORO RESTAURANT",organization,,,
2010,txn_p9pu5flgq9aferpfv400b,acc_p9opotuud3tio7hht4000,-100.0,2021-07-07,"Internet Payment Thank You",Unknown,Unknown,Unknown,,,
2011,txn_p9pu5flgq9aferpfv400c,acc_p9opotuud3tio7hht4000,16.73,2021-07-07,"Bp#8597759han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2012,txn_p9pu5flgq9aferpfv400d,acc_p9opotuud3tio7hht4000,6.35,2021-07-07,"Trinity Food Mart Durham Nc",general,"TRINITY FOOD MART",organization,,,
2013,txn_p9pu5flgq9aferpfv400e,acc_p9opotuud3tio7hht4000,13.44,2021-07-06,"Chipotle 0994 Durham Nc",dining,CHIPOTLE,organization,,,
2014,txn_p9pu5flgq9aferpfv400f,acc_p9opotuud3tio7hht4000,6.41,2021-07-06,"Party Pickup. Raleigh Nc",general,"PARTY PICKUP",organization,,,
2015,txn_p9pu5flgq9aferpfv400g,acc_p9opotuud3tio7hht4000,2.99,2021-07-06,"Exxonmobil 48104046 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2016,txn_p9pu5flha9aferpfv4000,acc_p9opotuud3tio7hht4000,4.06,2021-07-06,"Mcdonald''s F11213 Durham Nc",dining,"MCDONALD'S",organization,,,
2017,txn_p9pu5flha9aferpfv4001,acc_p9opotuud3tio7hht4000,4.79,2021-07-06,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2018,txn_p9pu5flha9aferpfv4002,acc_p9opotuud3tio7hht4000,5.19,2021-07-06,"Bp#8597759han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2019,txn_p9pu5flha9aferpfv4003,acc_p9opotuud3tio7hht4000,4.68,2021-07-06,"Marathon Petro263772 Myrtle Beach Sc",general,"MARATHON PETRO",organization,,,
2020,txn_p9pu5flha9aferpfv4004,acc_p9opotuud3tio7hht4000,2.0,2021-07-06,"Usa*vend At Air Serv Raleigh Nc",shopping,"USA VEND",organization,,,
2021,txn_p9pu5flha9aferpfv4005,acc_p9opotuud3tio7hht4000,17.24,2021-07-06,"Bp#2299709w Durham Qps Durham Nc",fuel,BP,organization,,,
2022,txn_p9pu5flha9aferpfv4006,acc_p9opotuud3tio7hht4000,12.9,2021-07-06,"Chipotle 0994 Durham Nc",dining,CHIPOTLE,organization,,,
2023,txn_p9pu5flha9aferpfv4007,acc_p9opotuud3tio7hht4000,5.98,2021-07-06,"Party Pickup. Raleigh Nc",general,"PARTY PICKUP",organization,,,
2024,txn_p9pu5flha9aferpfv4008,acc_p9opotuud3tio7hht4000,2.15,2021-07-06,"Mcdonald''s F11213 Durham Nc",dining,"MCDONALD'S",organization,,,
2025,txn_p9pu5flhq9aferpfv4000,acc_p9opotuud3tio7hht4000,1.52,2021-07-06,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2026,txn_p9pu5flia9aferpfv4000,acc_p9opotuud3tio7hht4000,6.69,2021-07-06,"Trinity Food Mart Durham Nc",general,"TRINITY FOOD MART",organization,,,
2027,txn_p9pu5flia9aferpfv4001,acc_p9opotuud3tio7hht4000,7.35,2021-07-06,"Trinity Food Mart Durham Nc",general,"TRINITY FOOD MART",organization,,,
2028,txn_p9pu5flia9aferpfv4002,acc_p9opotuud3tio7hht4000,-196.09,2021-07-06,"Internet Payment Thank You",Unknown,Unknown,Unknown,,,
2029,txn_p9pu5flia9aferpfv4003,acc_p9opotuud3tio7hht4000,7.47,2021-07-02,"Jimmy Johns # 453 Durham Nc",dining,"JIMMY JOHNS",organization,,,
2030,txn_p9pu5flia9aferpfv4004,acc_p9opotuud3tio7hht4000,3.19,2021-07-02,"Exxonmobil 48104046 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2031,txn_p9pu5flia9aferpfv4005,acc_p9opotuud3tio7hht4000,4.06,2021-07-02,"Mcdonald''s F11213 Durham Nc",dining,"MCDONALD'S",organization,,,
2032,txn_p9pu5flia9aferpfv4006,acc_p9opotuud3tio7hht4000,3.1,2021-07-02,"Circle K # 23302 Apex Nc",software,CIRCLE,organization,,,
2033,txn_p9pu5flia9aferpfv4007,acc_p9opotuud3tio7hht4000,22.37,2021-07-02,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2034,txn_p9pu5flia9aferpfv4008,acc_p9opotuud3tio7hht4000,20.02,2021-07-02,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2035,txn_p9pu5flia9aferpfv4009,acc_p9opotuud3tio7hht4000,7.9,2021-07-01,"Chipotle 0994 Durham Nc",dining,CHIPOTLE,organization,,,
2036,txn_p9pu5flia9aferpfv400a,acc_p9opotuud3tio7hht4000,4.06,2021-07-01,"Mcdonald''s F11213 Durham Nc",dining,"MCDONALD'S",organization,,,
2037,txn_p9pu5flia9aferpfv400b,acc_p9opotuud3tio7hht4000,15.6,2021-07-01,"Harris Teeter #0311 Holly Springs Nc",general,"HARRIS TEETER",organization,,,
2038,txn_p9pu5flia9aferpfv400c,acc_p9opotuud3tio7hht4000,5.84,2021-07-01,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2039,txn_p9pu5flia9aferpfv400d,acc_p9opotuud3tio7hht4000,5.25,2021-07-01,"Bp#4350955bull Markqps Durham Nc",fuel,BP,organization,,,
2040,txn_p9pu5fliq9aferpfv4000,acc_p9opotuud3tio7hht4000,5.04,2021-07-01,"Shell Oil 12816233006 Cary Nc",fuel,SHELL,organization,,,
2041,txn_p9pu5fliq9aferpfv4001,acc_p9opotuud3tio7hht4000,10.83,2021-06-30,"Chipotle 1087 Cary Nc",dining,CHIPOTLE,organization,,,
2042,txn_p9pu5fliq9aferpfv4002,acc_p9opotuud3tio7hht4000,20.38,2021-06-30,"Bp#4350955bull Markqps Durham Nc",fuel,BP,organization,,,
2043,txn_p9pu5fliq9aferpfv4003,acc_p9opotuud3tio7hht4000,13.09,2021-06-30,"Jersey Mikes 3173 Durham Nc",dining,"JERSEY MIKES",organization,,,
2044,txn_p9pu5fliq9aferpfv4004,acc_p9opotuud3tio7hht4000,3.01,2021-06-30,"Shell Oil 12816233006 Cary Nc",fuel,SHELL,organization,,,
2045,txn_p9pu5fliq9aferpfv4005,acc_p9opotuud3tio7hht4000,6.38,2021-06-30,"Wendys 1337 New York Ny",dining,"WENDY'S",organization,,,
2046,txn_p9pu5fliq9aferpfv4006,acc_p9opotuud3tio7hht4000,10.4,2021-06-29,"Wholefds Ral 10016 Raleigh Nc",groceries,"WHOLE FOODS",organization,,,
2047,txn_p9pu5fliq9aferpfv4007,acc_p9opotuud3tio7hht4000,4.06,2021-06-29,"Mcdonald''s F11213 Durham Nc",dining,"MCDONALD'S",organization,,,
2048,txn_p9pu5fliq9aferpfv4008,acc_p9opotuud3tio7hht4000,13.36,2021-06-29,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2049,txn_p9pu5fliq9aferpfv4009,acc_p9opotuud3tio7hht4000,16.62,2021-06-29,"Bp#8597759han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2050,txn_p9pu5fliq9aferpfv400a,acc_p9opotuud3tio7hht4000,9.39,2021-06-28,"Mcdonald''s F2510 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2051,txn_p9pu5fliq9aferpfv400b,acc_p9opotuud3tio7hht4000,3.21,2021-06-28,"Harris Teeter #0311 Holly Springs Nc",general,"HARRIS TEETER",organization,,,
2052,txn_p9pu5fliq9aferpfv400c,acc_p9opotuud3tio7hht4000,15.87,2021-06-28,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2053,txn_p9pu5fliq9aferpfv400d,acc_p9opotuud3tio7hht4000,4.96,2021-06-28,"Dairy Queen #10398 Cary Nc",dining,"DAIRY QUEEN",organization,,,
2054,txn_p9pu5fliq9aferpfv400e,acc_p9opotuud3tio7hht4000,4.17,2021-06-28,"#24 Wake County Abc Bo Holly Springs Nc",general,"WAKE COUNTY",organization,,,
2055,txn_p9pu5fliq9aferpfv400f,acc_p9opotuud3tio7hht4000,12.79,2021-06-28,"#24 Wake County Abc Bo Holly Springs Nc",general,"WAKE COUNTY",organization,,,
2056,txn_p9pu5fliq9aferpfv400g,acc_p9opotuud3tio7hht4000,9.72,2021-06-28,"Taco Bell 029354 Holly Springs Nc",dining,"TACO BELL",organization,,,
2057,txn_p9pu5flja9aferpfv4000,acc_p9opotuud3tio7hht4000,6.27,2021-06-28,"Wendys 1337 New York Ny",dining,"WENDY'S",organization,,,
2058,txn_p9pu5flja9aferpfv4001,acc_p9opotuud3tio7hht4000,5.48,2021-06-28,"Wholefds Ral 10016 Raleigh Nc",groceries,"WHOLE FOODS",organization,,,
2059,txn_p9pu5flja9aferpfv4002,acc_p9opotuud3tio7hht4000,10.83,2021-06-28,"Chipotle 1087 Cary Nc",dining,CHIPOTLE,organization,,,
2060,txn_p9pu5flja9aferpfv4003,acc_p9opotuud3tio7hht4000,8.28,2021-06-28,"Chipotle 1087 Cary Nc",dining,CHIPOTLE,organization,,,
2061,txn_p9pu5flja9aferpfv4004,acc_p9opotuud3tio7hht4000,4.07,2021-06-28,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2062,txn_p9pu5flja9aferpfv4005,acc_p9opotuud3tio7hht4000,8.35,2021-06-28,"#4 Wake County Abc Boa Raleigh Nc",general,"4 WAKE COUNTY",organization,,,
2063,txn_p9pu5flja9aferpfv4006,acc_p9opotuud3tio7hht4000,4.07,2021-06-28,"Shell Oil 12816233006 Cary Nc",fuel,SHELL,organization,,,
2064,txn_p9pu5flja9aferpfv4007,acc_p9opotuud3tio7hht4000,6.54,2021-06-28,"Interest Charge On Purchases",Unknown,Unknown,Unknown,,,
2065,txn_p9pu5flja9aferpfv4008,acc_p9opotuud3tio7hht4000,-250.0,2021-06-25,"Internet Payment Thank You",Unknown,Unknown,Unknown,,,
2066,txn_p9pu5flja9aferpfv4009,acc_p9opotuud3tio7hht4000,-48.0,2021-06-16,"Payment Thank You",Unknown,Unknown,Unknown,,,
2067,txn_p9pu5flja9aferpfv400a,acc_p9opotuud3tio7hht4000,7.28,2021-05-27,"Interest Charge On Purchases",Unknown,Unknown,Unknown,,,
2068,txn_p9pu5flja9aferpfv400b,acc_p9opotuud3tio7hht4000,-48.0,2021-05-17,"Payment Thank You",Unknown,Unknown,Unknown,,,
2069,txn_p9pu5flja9aferpfv400c,acc_p9opotuud3tio7hht4000,7.71,2021-04-27,"Interest Charge On Purchases",Unknown,Unknown,Unknown,,,
2070,txn_p9pu5flja9aferpfv400d,acc_p9opotuud3tio7hht4000,-49.0,2021-04-16,"Payment Thank You",Unknown,Unknown,Unknown,,,
2071,txn_p9pu5flja9aferpfv400e,acc_p9opotuud3tio7hht4000,8.74,2021-03-29,"Interest Charge On Purchases",Unknown,Unknown,Unknown,,,
2072,txn_p9pu5fljq9aferpfv4000,acc_p9opotuud3tio7hht4000,-40.0,2021-03-16,"Payment Thank You",Unknown,Unknown,Unknown,,,
2073,txn_p9pu5fljq9aferpfv4001,acc_p9opotuud3tio7hht4000,6.94,2021-03-01,"Sheetz 634 00006346 Raleigh Nc",dining,SHEETZ,organization,,,
2074,txn_p9pu5fljq9aferpfv4002,acc_p9opotuud3tio7hht4000,3.96,2021-03-01,"Bp#2300572five Poinqps Raleigh Nc",fuel,BP,organization,,,
2075,txn_p9pu5fljq9aferpfv4003,acc_p9opotuud3tio7hht4000,32.21,2021-03-01,"Brigs Great Beginnings Raleigh Nc",general,BRIGS,organization,,,
2076,txn_p9pu5fljq9aferpfv4004,acc_p9opotuud3tio7hht4000,13.33,2021-02-26,"Harris Teeter Fuel #30 Durham Nc",general,"HARRIS TEETER",organization,,,
2077,txn_p9pu5fljq9aferpfv4005,acc_p9opotuud3tio7hht4000,3.23,2021-02-26,"Mcdonald''s F27549 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2078,txn_p9pu5fljq9aferpfv4006,acc_p9opotuud3tio7hht4000,7.9,2021-02-26,"Fuel Stop Raleigh Nc",general,"FUEL STOP",organization,,,
2079,txn_p9pu5flka9aferpfv4000,acc_p9opotuud3tio7hht4000,14.47,2021-02-26,"Sheetz 634 00006346 Raleigh Nc",dining,SHEETZ,organization,,,
2080,txn_p9pu5flka9aferpfv4001,acc_p9opotuud3tio7hht4000,10.51,2021-02-26,"Sheetz 0540 00005405 Apex Nc",dining,SHEETZ,organization,,,
2081,txn_p9pu5flka9aferpfv4002,acc_p9opotuud3tio7hht4000,9.06,2021-02-26,"Cook Out Western Blvd. Raleigh Nc",general,"COOK OUT",organization,,,
2082,txn_p9pu5flka9aferpfv4003,acc_p9opotuud3tio7hht4000,1.5,2021-02-25,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2083,txn_p9pu5flka9aferpfv4004,acc_p9opotuud3tio7hht4000,7.33,2021-02-25,"Circle K # 23633 Apex Nc",groceries,"CIRCLE K",organization,,,
2084,txn_p9pu5flka9aferpfv4005,acc_p9opotuud3tio7hht4000,17.84,2021-02-24,"Hungry Howies 0612 Raleigh Nc",general,"HUNGRY HOWIES",organization,,,
2085,txn_p9pu5flka9aferpfv4006,acc_p9opotuud3tio7hht4000,9.61,2021-02-24,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2086,txn_p9pu5flka9aferpfv4007,acc_p9opotuud3tio7hht4000,10.37,2021-02-24,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2087,txn_p9pu5flka9aferpfv4008,acc_p9opotuud3tio7hht4000,4.05,2021-02-24,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2088,txn_p9pu5flkq9aferpfv4000,acc_p9opotuud3tio7hht4000,9.61,2021-02-24,"Wendys #6325 Raleigh Nc",dining,"WENDY'S",organization,,,
2089,txn_p9pu5flkq9aferpfv4001,acc_p9opotuud3tio7hht4000,10.22,2021-02-24,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2090,txn_p9pu5flkq9aferpfv4002,acc_p9opotuud3tio7hht4000,3.0,2021-02-24,"H & K Petroleum Raleigh Nc",general,"H & K PETROLEUM",organization,,,
2091,txn_p9pu5flkq9aferpfv4003,acc_p9opotuud3tio7hht4000,5.77,2021-02-23,"H & K Petroleum Raleigh Nc",general,"H & K PETROLEUM",organization,,,
2092,txn_p9pu5flkq9aferpfv4004,acc_p9opotuud3tio7hht4000,55.33,2021-02-23,"Cary Ale House Cary Nc",general,"CARY ALE HOUSE",organization,,,
2093,txn_p9pu5flkq9aferpfv4005,acc_p9opotuud3tio7hht4000,9.06,2021-02-23,"Cook Out Western Blvd. Raleigh Nc",general,"COOK OUT",organization,,,
2094,txn_p9pu5flkq9aferpfv4006,acc_p9opotuud3tio7hht4000,13.84,2021-02-22,"Speedway 06986 3912 We Raleigh Nc",groceries,SPEEDWAY,organization,,,
2095,txn_p9pu5flkq9aferpfv4007,acc_p9opotuud3tio7hht4000,5.73,2021-02-22,"Mcdonald''s F27549 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2096,txn_p9pu5flla9aferpfv4000,acc_p9opotuud3tio7hht4000,7.32,2021-02-22,"Bp#8597205han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2097,txn_p9pu5flla9aferpfv4001,acc_p9opotuud3tio7hht4000,8.66,2021-02-22,"Chipotle 1659 Raleigh Nc",dining,CHIPOTLE,organization,,,
2098,txn_p9pu5flla9aferpfv4002,acc_p9opotuud3tio7hht4000,13.92,2021-02-22,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2099,txn_p9pu5flla9aferpfv4003,acc_p9opotuud3tio7hht4000,2.68,2021-02-22,"Harris Teeter #0257 Cary Nc",general,"HARRIS TEETER",organization,,,
2100,txn_p9pu5flla9aferpfv4004,acc_p9opotuud3tio7hht4000,3.97,2021-02-22,"Exxonmobil 47317417 Cary Nc",fuel,EXXONMOBIL,organization,,,
2101,txn_p9pu5flla9aferpfv4005,acc_p9opotuud3tio7hht4000,1.19,2021-02-22,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2102,txn_p9pu5flla9aferpfv4006,acc_p9opotuud3tio7hht4000,14.19,2021-02-22,"Dp Dough Raleigh Nc Raleigh Nc",general,"DP DOUGH",organization,,,
2103,txn_p9pu5flla9aferpfv4007,acc_p9opotuud3tio7hht4000,57.88,2021-02-19,"Hillsborough Mart Suite 101 Ral Nc",general,"HILLSBOROUGH MART",organization,,,
2104,txn_p9pu5flla9aferpfv4008,acc_p9opotuud3tio7hht4000,7.89,2021-02-19,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2105,txn_p9pu5flla9aferpfv4009,acc_p9opotuud3tio7hht4000,96.51,2021-02-18,"Lowes #00907* 866-483-7521 Nc",home,"LOWE'S",organization,,,
2106,txn_p9pu5flla9aferpfv400a,acc_p9opotuud3tio7hht4000,14.28,2021-02-18,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2107,txn_p9pu5flla9aferpfv400b,acc_p9opotuud3tio7hht4000,-502.33,2021-02-16,"Payment Thank You",Unknown,Unknown,Unknown,,,
2108,txn_p9pu5flla9aferpfv400c,acc_p9opotuud3tio7hht4000,0.61,2021-01-22,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2109,txn_p9pu5fllq9aferpfv4000,acc_p9opotuud3tio7hht4000,4.91,2021-01-21,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2110,txn_p9pu5fllq9aferpfv4001,acc_p9opotuud3tio7hht4000,2.99,2021-01-21,"Fuel Stop Raleigh Nc",general,"FUEL STOP",organization,,,
2111,txn_p9pu5fllq9aferpfv4002,acc_p9opotuud3tio7hht4000,22.29,2021-01-20,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2112,txn_p9pu5fllq9aferpfv4003,acc_p9opotuud3tio7hht4000,9.62,2021-01-19,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2113,txn_p9pu5fllq9aferpfv4004,acc_p9opotuud3tio7hht4000,10.84,2021-01-19,"Shell Oil 12408524002 Raleigh Nc",fuel,SHELL,organization,,,
2114,txn_p9pu5fllq9aferpfv4005,acc_p9opotuud3tio7hht4000,4.33,2021-01-19,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2115,txn_p9pu5fllq9aferpfv4006,acc_p9opotuud3tio7hht4000,5.41,2021-01-19,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2116,txn_p9pu5fllq9aferpfv4007,acc_p9opotuud3tio7hht4000,441.33,2021-01-13,"Amzn Mktp Us*4q5ia2583 Amzn.com/bill Wa",shopping,AMAZON,organization,,,
2117,txn_p9pu5fllq9aferpfv4008,acc_p9opotuud3tio7hht4000,-591.06,2021-01-11,"Internet Payment Thank You",Unknown,Unknown,Unknown,,,
2118,txn_p9pu5fllq9aferpfv4009,acc_p9opotuud3tio7hht4000,3.96,2021-01-04,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2119,txn_p9pu5fllq9aferpfv400a,acc_p9opotuud3tio7hht4000,8.65,2021-01-04,"Firehouse Subs 0178 Qs Raleigh Nc",dining,"FIREHOUSE SUBS",organization,,,
2120,txn_p9pu5flma9aferpfv4000,acc_p9opotuud3tio7hht4000,2.13,2021-01-04,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2121,txn_p9pu5flma9aferpfv4001,acc_p9opotuud3tio7hht4000,9.61,2021-01-04,"Mcdonald''s F1044 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2122,txn_p9pu5flma9aferpfv4002,acc_p9opotuud3tio7hht4000,7.05,2021-01-04,"Bp#8597759han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2123,txn_p9pu5flma9aferpfv4003,acc_p9opotuud3tio7hht4000,4.48,2021-01-04,"Fuel Stop Raleigh Nc",general,"FUEL STOP",organization,,,
2124,txn_p9pu5flma9aferpfv4004,acc_p9opotuud3tio7hht4000,2.99,2021-01-04,"Fuel Stop Raleigh Nc",general,"FUEL STOP",organization,,,
2125,txn_p9pu5flma9aferpfv4005,acc_p9opotuud3tio7hht4000,5.4,2021-01-04,"Mcdonald''s F27549 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2126,txn_p9pu5flma9aferpfv4006,acc_p9opotuud3tio7hht4000,39.71,2021-01-04,"My Way Tavern Raleigh Nc",general,"MY WAY TAVERN",organization,,,
2127,txn_p9pu5flma9aferpfv4007,acc_p9opotuud3tio7hht4000,4.33,2021-01-04,"Mcdonald''s F27549 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2128,txn_p9pu5flma9aferpfv4008,acc_p9opotuud3tio7hht4000,4.16,2021-01-04,"Sheetz 634 00006346 Raleigh Nc",dining,SHEETZ,organization,,,
2129,txn_p9pu5flma9aferpfv4009,acc_p9opotuud3tio7hht4000,11.0,2020-12-31,"Firehouse Subs 0178 Qs Raleigh Nc",dining,"FIREHOUSE SUBS",organization,,,
2130,txn_p9pu5flma9aferpfv400a,acc_p9opotuud3tio7hht4000,5.19,2020-12-31,"Exxonmobil 48103709 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2131,txn_p9pu5flma9aferpfv400b,acc_p9opotuud3tio7hht4000,9.96,2020-12-31,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2132,txn_p9pu5flma9aferpfv400c,acc_p9opotuud3tio7hht4000,8.65,2020-12-30,"Firehouse Subs 0178 Qs Raleigh Nc",dining,"FIREHOUSE SUBS",organization,,,
2133,txn_p9pu5flmq9aferpfv4000,acc_p9opotuud3tio7hht4000,20.22,2020-12-30,"Speedway 06986 3912 We Raleigh Nc",groceries,SPEEDWAY,organization,,,
2134,txn_p9pu5flmq9aferpfv4001,acc_p9opotuud3tio7hht4000,9.63,2020-12-30,"Peace Street Market Raleigh Nc",general,"PEACE STREET MARKET",organization,,,
2135,txn_p9pu5flmq9aferpfv4002,acc_p9opotuud3tio7hht4000,10.58,2020-12-30,"Mcdonald''s F2510 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2136,txn_p9pu5flmq9aferpfv4003,acc_p9opotuud3tio7hht4000,4.29,2020-12-30,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2137,txn_p9pu5flmq9aferpfv4004,acc_p9opotuud3tio7hht4000,5.8,2020-12-30,"Harris Teeter #304 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2138,txn_p9pu5flmq9aferpfv4005,acc_p9opotuud3tio7hht4000,11.26,2020-12-30,"Pullen Market Raleigh Nc",general,"PULLEN MARKET",organization,,,
2139,txn_p9pu5flmq9aferpfv4006,acc_p9opotuud3tio7hht4000,5.66,2020-12-29,"Peace Street Market Raleigh Nc",general,"PEACE STREET MARKET",organization,,,
2140,txn_p9pu5flmq9aferpfv4007,acc_p9opotuud3tio7hht4000,16.08,2020-12-29,"High Life Chapel Hill Chapel Hill Nc",general,"HIGH LIFE",organization,,,
2141,txn_p9pu5flna9aferpfv4000,acc_p9opotuud3tio7hht4000,6.41,2020-12-29,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2142,txn_p9pu5flna9aferpfv4001,acc_p9opotuud3tio7hht4000,15.86,2020-12-29,"Mcdonald''s F2510 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2143,txn_p9pu5flna9aferpfv4002,acc_p9opotuud3tio7hht4000,1.31,2020-12-29,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2144,txn_p9pu5flna9aferpfv4003,acc_p9opotuud3tio7hht4000,9.05,2020-12-29,"Bp#8597759han-dee Hqps Raleigh Nc",fuel,BP,organization,,,
2145,txn_p9pu5flna9aferpfv4004,acc_p9opotuud3tio7hht4000,6.63,2020-12-28,"Pullen Market Raleigh Nc",general,"PULLEN MARKET",organization,,,
2146,txn_p9pu5flna9aferpfv4005,acc_p9opotuud3tio7hht4000,7.71,2020-12-28,"Shell Oil 57544363104 Raleigh Nc",fuel,SHELL,organization,,,
2147,txn_p9pu5flna9aferpfv4006,acc_p9opotuud3tio7hht4000,15.13,2020-12-28,"Anise Pho Llc Raleigh Nc",general,"ANISE PHO",organization,,,
2148,txn_p9pu5flna9aferpfv4007,acc_p9opotuud3tio7hht4000,29.98,2020-12-28,"The Flying Saucer Raleigh Nc",general,"THE FLYING SAUCER",organization,,,
2149,txn_p9pu5flna9aferpfv4008,acc_p9opotuud3tio7hht4000,16.46,2020-12-28,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2150,txn_p9pu5flna9aferpfv4009,acc_p9opotuud3tio7hht4000,13.82,2020-12-28,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2151,txn_p9pu5flna9aferpfv400a,acc_p9opotuud3tio7hht4000,17.13,2020-12-28,"Anise Pho Llc Raleigh Nc",general,"ANISE PHO",organization,,,
2152,txn_p9pu5flna9aferpfv400b,acc_p9opotuud3tio7hht4000,3.64,2020-12-28,"Pullen Market Raleigh Nc",general,"PULLEN MARKET",organization,,,
2153,txn_p9pu5flna9aferpfv400c,acc_p9opotuud3tio7hht4000,34.68,2020-12-28,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2154,txn_p9pu5flna9aferpfv400d,acc_p9opotuud3tio7hht4000,9.01,2020-12-28,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2155,txn_p9pu5flna9aferpfv400e,acc_p9opotuud3tio7hht4000,2.67,2020-12-28,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2156,txn_p9pu5flnq9aferpfv4000,acc_p9opotuud3tio7hht4000,10.17,2020-12-28,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2157,txn_p9pu5flnq9aferpfv4001,acc_p9opotuud3tio7hht4000,10.81,2020-12-28,"Sheetz 0659 00006593 Holly Springs Nc",dining,SHEETZ,organization,,,
2158,txn_p9pu5flnq9aferpfv4002,acc_p9opotuud3tio7hht4000,10.16,2020-12-28,"Pullen Market Raleigh Nc",general,"PULLEN MARKET",organization,,,
2159,txn_p9pu5flnq9aferpfv4003,acc_p9opotuud3tio7hht4000,8.57,2020-12-24,"Exxonmobil 47709134 Raleigh Nc",fuel,EXXONMOBIL,organization,,,
2160,txn_p9pu5flnq9aferpfv4004,acc_p9opotuud3tio7hht4000,9.61,2020-12-24,"Mcdonald''s F1044 Raleigh Nc",dining,"MCDONALD'S",organization,,,
2161,txn_p9pu5flnq9aferpfv4005,acc_p9opotuud3tio7hht4000,11.99,2020-12-24,"Harris Teeter #0021 Raleigh Nc",general,"HARRIS TEETER",organization,,,
2162,txn_p9pu5flnq9aferpfv4006,acc_p9opotuud3tio7hht4000,26.04,2020-12-24,"Dp Dough Raleigh Nc Raleigh Nc",general,"DP DOUGH",organization,,,
